GT_Título,LLM_Título,Nível_GT,Nível_LLM,Similaridade,Caminho_GT,Caminho_LLM,Tamanho_GT,Tamanho_LLM
Compatibility,Future research directions,Nível 4,Nível 2,0.541,root > Key Design Issues > Mobility Support > Compatibility,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,107,439
Conclusions,Wettability,Nível 2,Nível 3,0.541,root > Conclusions,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Wettability,559,416
FocusStack,Introduction,Nível 2,Nível 2,0.541,Edge Computing Systems and Tools > FocusStack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Introduction,555,1614
FocusStack,Introduction,Nível 1,Nível 2,0.541,FocusStack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Introduction,555,1614
Comparative Study,Tar detection in carbonates,Nível 2,Nível 4,0.541,Open Source Edge Computing Projects > Comparative Study,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,348,491
Comparative Study,Tar detection in carbonates,Nível 1,Nível 4,0.541,Comparative Study,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,348,491
At the Top Cloud Layer,Introduction,Nível 2,Nível 2,0.541,Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Introduction,197,1614
At the Top Cloud Layer,Introduction,Nível 1,Nível 2,0.541,At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Introduction,197,1614
Compatibility,Future research directions,Nível 3,Nível 2,0.541,Key Design Issues > Mobility Support > Compatibility,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,107,439
Compatibility,Future research directions,Nível 2,Nível 2,0.541,Mobility Support > Compatibility,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,107,439
Compatibility,Future research directions,Nível 1,Nível 2,0.541,Compatibility,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,107,439
Conclusions,Wettability,Nível 1,Nível 3,0.541,Conclusions,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Wettability,559,416
Cachier and Precog,Wettability,Nível 3,Nível 3,0.54,root > Edge Computing Systems and Tools > Cachier and Precog,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Wettability,649,416
Cachier and Precog,Emulsion droplet size determination using PFG NMR,Nível 3,Nível 3,0.54,root > Edge Computing Systems and Tools > Cachier and Precog,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Special topics > Emulsion droplet size determination using PFG NMR,649,624
Green-energy powered sustainable computing,Introduction,Nível 4,Nível 2,0.54,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Middle Edge Server Layer > Green-energy powered sustainable computing,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Introduction,133,1614
At the Bottom Device Layer,Two-dimensional NMR measurements,Nível 3,Nível 2,0.54,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Bottom Device Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,85,780
Cachier and Precog,Wettability,Nível 2,Nível 3,0.54,Edge Computing Systems and Tools > Cachier and Precog,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Wettability,649,416
Cachier and Precog,Emulsion droplet size determination using PFG NMR,Nível 2,Nível 3,0.54,Edge Computing Systems and Tools > Cachier and Precog,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Special topics > Emulsion droplet size determination using PFG NMR,649,624
Cachier and Precog,Wettability,Nível 1,Nível 3,0.54,Cachier and Precog,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Wettability,649,416
Cachier and Precog,Emulsion droplet size determination using PFG NMR,Nível 1,Nível 3,0.54,Cachier and Precog,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Special topics > Emulsion droplet size determination using PFG NMR,649,624
Green-energy powered sustainable computing,Introduction,Nível 3,Nível 2,0.54,Enhancing Energy Efficiency of Edge Computing Systems > At the Middle Edge Server Layer > Green-energy powered sustainable computing,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Introduction,133,1614
At the Bottom Device Layer,Two-dimensional NMR measurements,Nível 2,Nível 2,0.54,Enhancing Energy Efficiency of Edge Computing Systems > At the Bottom Device Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,85,780
Green-energy powered sustainable computing,Introduction,Nível 2,Nível 2,0.54,At the Middle Edge Server Layer > Green-energy powered sustainable computing,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Introduction,133,1614
Green-energy powered sustainable computing,Introduction,Nível 1,Nível 2,0.54,Green-energy powered sustainable computing,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Introduction,133,1614
At the Bottom Device Layer,Two-dimensional NMR measurements,Nível 1,Nível 2,0.54,At the Bottom Device Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,85,780
Cachier and Precog,Petrophysics,Nível 3,Nível 2,0.5396,root > Edge Computing Systems and Tools > Cachier and Precog,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics,649,272
Enhancing Energy Efficiency of Edge Computing Systems,NMR applications in laboratory scale,Nível 2,Nível 2,0.5396,root > Enhancing Energy Efficiency of Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in laboratory scale,84,664
At the Top Cloud Layer,Permeability,Nível 3,Nível 3,0.5396,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Permeability,197,552
At the Top Cloud Layer,Design and improvements in LWD-NMR,Nível 3,Nível 3,0.5396,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,197,1620
At the Top Cloud Layer,References,Nível 3,Nível 2,0.5396,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,197,8779
Cachier and Precog,Petrophysics,Nível 2,Nível 2,0.5396,Edge Computing Systems and Tools > Cachier and Precog,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics,649,272
Cachier and Precog,Petrophysics,Nível 1,Nível 2,0.5396,Cachier and Precog,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics,649,272
Enhancing Energy Efficiency of Edge Computing Systems,NMR applications in laboratory scale,Nível 1,Nível 2,0.5396,Enhancing Energy Efficiency of Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in laboratory scale,84,664
At the Top Cloud Layer,Permeability,Nível 2,Nível 3,0.5396,Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Permeability,197,552
At the Top Cloud Layer,Design and improvements in LWD-NMR,Nível 2,Nível 3,0.5396,Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,197,1620
At the Top Cloud Layer,References,Nível 2,Nível 2,0.5396,Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,197,8779
At the Top Cloud Layer,Permeability,Nível 1,Nível 3,0.5396,At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Permeability,197,552
At the Top Cloud Layer,Design and improvements in LWD-NMR,Nível 1,Nível 3,0.5396,At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,197,1620
At the Top Cloud Layer,References,Nível 1,Nível 2,0.5396,At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,197,8779
SpanEdge,Design and improvements in LWD-NMR,Nível 3,Nível 3,0.539,root > Edge Computing Systems and Tools > SpanEdge,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,490,1620
Cloud-Sea Computing Systems,Wettability,Nível 3,Nível 3,0.539,root > Edge Computing Systems and Tools > Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Wettability,587,416
At the Top Cloud Layer,Wettability,Nível 3,Nível 3,0.539,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Wettability,197,416
Conclusions,NMR theory,Nível 2,Nível 2,0.539,root > Conclusions,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR theory,559,370
SpanEdge,Design and improvements in LWD-NMR,Nível 2,Nível 3,0.539,Edge Computing Systems and Tools > SpanEdge,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,490,1620
Cloud-Sea Computing Systems,Wettability,Nível 2,Nível 3,0.539,Edge Computing Systems and Tools > Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Wettability,587,416
SpanEdge,Design and improvements in LWD-NMR,Nível 1,Nível 3,0.539,SpanEdge,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,490,1620
Cloud-Sea Computing Systems,Wettability,Nível 1,Nível 3,0.539,Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Wettability,587,416
At the Top Cloud Layer,Wettability,Nível 2,Nível 3,0.539,Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Wettability,197,416
At the Top Cloud Layer,Wettability,Nível 1,Nível 3,0.539,At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Wettability,197,416
Conclusions,NMR theory,Nível 1,Nível 2,0.539,Conclusions,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR theory,559,370
CORD,Two-dimensional NMR measurements,Nível 3,Nível 2,0.538,root > Open Source Edge Computing Projects > CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,590,780
CORD,Geosteering and well placement optimization,Nível 3,Nível 4,0.538,root > Open Source Edge Computing Projects > CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Geosteering and well placement optimization,590,816
CORD,Two-dimensional NMR measurements,Nível 2,Nível 2,0.538,Open Source Edge Computing Projects > CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,590,780
CORD,Geosteering and well placement optimization,Nível 2,Nível 4,0.538,Open Source Edge Computing Projects > CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Geosteering and well placement optimization,590,816
CORD,Two-dimensional NMR measurements,Nível 1,Nível 2,0.538,CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,590,780
CORD,Geosteering and well placement optimization,Nível 1,Nível 4,0.538,CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Geosteering and well placement optimization,590,816
Firework,Future research directions,Nível 3,Nível 2,0.5376,root > Edge Computing Systems and Tools > Firework,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,979,439
ParaDrop Developer Workflow,Design and improvements in LWD-NMR,Nível 3,Nível 3,0.5376,root > ParaDrop > ParaDrop Developer Workflow,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,286,1620
Systems and Toolkits,Introduction,Nível 3,Nível 2,0.5376,root > Deep Learning Optimization at the Edge > Systems and Toolkits,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Introduction,550,1614
Firework,Future research directions,Nível 2,Nível 2,0.5376,Edge Computing Systems and Tools > Firework,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,979,439
Firework,Future research directions,Nível 1,Nível 2,0.5376,Firework,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,979,439
ParaDrop Developer Workflow,Design and improvements in LWD-NMR,Nível 2,Nível 3,0.5376,ParaDrop > ParaDrop Developer Workflow,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,286,1620
ParaDrop Developer Workflow,Design and improvements in LWD-NMR,Nível 1,Nível 3,0.5376,ParaDrop Developer Workflow,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,286,1620
Systems and Toolkits,Introduction,Nível 2,Nível 2,0.5376,Deep Learning Optimization at the Edge > Systems and Toolkits,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Introduction,550,1614
Systems and Toolkits,Introduction,Nível 1,Nível 2,0.5376,Systems and Toolkits,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Introduction,550,1614
FocusStack,Future research directions,Nível 3,Nível 2,0.537,root > Edge Computing Systems and Tools > FocusStack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,555,439
Systems and Toolkits,Relaxation measurements,Nível 3,Nível 2,0.537,root > Deep Learning Optimization at the Edge > Systems and Toolkits,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Relaxation measurements,550,699
FocusStack,Future research directions,Nível 2,Nível 2,0.537,Edge Computing Systems and Tools > FocusStack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,555,439
FocusStack,Future research directions,Nível 1,Nível 2,0.537,FocusStack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,555,439
Systems and Toolkits,Relaxation measurements,Nível 2,Nível 2,0.537,Deep Learning Optimization at the Edge > Systems and Toolkits,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Relaxation measurements,550,699
Systems and Toolkits,Relaxation measurements,Nível 1,Nível 2,0.537,Systems and Toolkits,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Relaxation measurements,550,699
Comparative Study,Common misinterpretation in conventional rocks,Nível 3,Nível 3,0.5366,root > Open Source Edge Computing Projects > Comparative Study,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Special topics > Common misinterpretation in conventional rocks,348,749
Comparative Study,Common misinterpretation in conventional rocks,Nível 2,Nível 3,0.5366,Open Source Edge Computing Projects > Comparative Study,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Special topics > Common misinterpretation in conventional rocks,348,749
Comparative Study,Common misinterpretation in conventional rocks,Nível 1,Nível 3,0.5366,Comparative Study,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Special topics > Common misinterpretation in conventional rocks,348,749
Cloud-Sea Computing Systems,Permeability,Nível 3,Nível 3,0.536,root > Edge Computing Systems and Tools > Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Permeability,587,552
Cloud-Sea Computing Systems,Design and improvements in LWD-NMR,Nível 3,Nível 3,0.536,root > Edge Computing Systems and Tools > Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,587,1620
Cachier and Precog,Unconventional rock characterization using different NMR techniques,Nível 3,Nível 3,0.536,root > Edge Computing Systems and Tools > Cachier and Precog,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Special topics > Unconventional rock characterization using different NMR techniques,649,1950
Other Edge Computing Systems,References,Nível 3,Nível 2,0.536,root > Edge Computing Systems and Tools > Other Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,831,8779
CORD,Relaxation measurements,Nível 3,Nível 2,0.536,root > Open Source Edge Computing Projects > CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Relaxation measurements,590,699
CORD,References,Nível 3,Nível 2,0.536,root > Open Source Edge Computing Projects > CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,590,8779
FPGA-based Hardware,Introduction,Nível 4,Nível 2,0.536,root > Deep Learning Optimization at the Edge > Hardware System > FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Introduction,251,1614
Cloud-Sea Computing Systems,Permeability,Nível 2,Nível 3,0.536,Edge Computing Systems and Tools > Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Permeability,587,552
Cloud-Sea Computing Systems,Design and improvements in LWD-NMR,Nível 2,Nível 3,0.536,Edge Computing Systems and Tools > Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,587,1620
Cachier and Precog,Unconventional rock characterization using different NMR techniques,Nível 2,Nível 3,0.536,Edge Computing Systems and Tools > Cachier and Precog,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Special topics > Unconventional rock characterization using different NMR techniques,649,1950
Other Edge Computing Systems,References,Nível 2,Nível 2,0.536,Edge Computing Systems and Tools > Other Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,831,8779
Cloud-Sea Computing Systems,Permeability,Nível 1,Nível 3,0.536,Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Permeability,587,552
Cloud-Sea Computing Systems,Design and improvements in LWD-NMR,Nível 1,Nível 3,0.536,Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,587,1620
Cachier and Precog,Unconventional rock characterization using different NMR techniques,Nível 1,Nível 3,0.536,Cachier and Precog,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Special topics > Unconventional rock characterization using different NMR techniques,649,1950
Other Edge Computing Systems,References,Nível 1,Nível 2,0.536,Other Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,831,8779
CORD,Relaxation measurements,Nível 2,Nível 2,0.536,Open Source Edge Computing Projects > CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Relaxation measurements,590,699
CORD,References,Nível 2,Nível 2,0.536,Open Source Edge Computing Projects > CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,590,8779
CORD,Relaxation measurements,Nível 1,Nível 2,0.536,CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Relaxation measurements,590,699
CORD,References,Nível 1,Nível 2,0.536,CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,590,8779
FPGA-based Hardware,Introduction,Nível 3,Nível 2,0.536,Deep Learning Optimization at the Edge > Hardware System > FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Introduction,251,1614
FPGA-based Hardware,Introduction,Nível 2,Nível 2,0.536,Hardware System > FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Introduction,251,1614
FPGA-based Hardware,Introduction,Nível 1,Nível 2,0.536,FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Introduction,251,1614
Conclusions,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,Nível 2,Nível 1,0.5356,root > Conclusions,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,559,51
Conclusions,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,Nível 1,Nível 1,0.5356,Conclusions,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,559,51
Enhancing Energy Efficiency of Edge Computing Systems,Pore size distribution,Nível 2,Nível 3,0.535,root > Enhancing Energy Efficiency of Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Pore size distribution,84,792
Enhancing Energy Efficiency of Edge Computing Systems,Pore size distribution,Nível 1,Nível 3,0.535,Enhancing Energy Efficiency of Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Pore size distribution,84,792
SpanEdge,Geosteering and well placement optimization,Nível 3,Nível 4,0.5347,root > Edge Computing Systems and Tools > SpanEdge,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Geosteering and well placement optimization,490,816
FPGA-based Hardware,References,Nível 4,Nível 2,0.5347,root > Deep Learning Optimization at the Edge > Hardware System > FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,251,8779
Conclusions,Tar detection in carbonates,Nível 2,Nível 4,0.5347,root > Conclusions,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,559,491
SpanEdge,Geosteering and well placement optimization,Nível 2,Nível 4,0.5347,Edge Computing Systems and Tools > SpanEdge,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Geosteering and well placement optimization,490,816
SpanEdge,Geosteering and well placement optimization,Nível 1,Nível 4,0.5347,SpanEdge,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Geosteering and well placement optimization,490,816
FPGA-based Hardware,References,Nível 3,Nível 2,0.5347,Deep Learning Optimization at the Edge > Hardware System > FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,251,8779
FPGA-based Hardware,References,Nível 2,Nível 2,0.5347,Hardware System > FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,251,8779
FPGA-based Hardware,References,Nível 1,Nível 2,0.5347,FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,251,8779
Conclusions,Tar detection in carbonates,Nível 1,Nível 4,0.5347,Conclusions,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,559,491
FocusStack,Geosteering and well placement optimization,Nível 3,Nível 4,0.534,root > Edge Computing Systems and Tools > FocusStack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Geosteering and well placement optimization,555,816
FocusStack,Geosteering and well placement optimization,Nível 2,Nível 4,0.534,Edge Computing Systems and Tools > FocusStack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Geosteering and well placement optimization,555,816
FocusStack,Geosteering and well placement optimization,Nível 1,Nível 4,0.534,FocusStack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Geosteering and well placement optimization,555,816
Systems and Toolkits,Future research directions,Nível 3,Nível 2,0.5337,root > Deep Learning Optimization at the Edge > Systems and Toolkits,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,550,439
ASIC,Future research directions,Nível 4,Nível 2,0.5337,root > Deep Learning Optimization at the Edge > Hardware System > ASIC,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,205,439
Conclusions,Unconventional rock characterization using different NMR techniques,Nível 2,Nível 3,0.5337,root > Conclusions,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Special topics > Unconventional rock characterization using different NMR techniques,559,1950
Systems and Toolkits,Future research directions,Nível 2,Nível 2,0.5337,Deep Learning Optimization at the Edge > Systems and Toolkits,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,550,439
