GT_Título,LLM_Título,Nível_GT,Nível_LLM,Similaridade,Caminho_GT,Caminho_LLM,Tamanho_GT,Tamanho_LLM
Multi-Modal Tasks,5.5 Low-Level Vision Tasks,Nível 2,Nível 3,0.7837,Vision Transformer > Multi-Modal Tasks,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.5 Low-Level Vision Tasks,717,1226
Pruning and Decomposition,6.3 Data Requirements,Nível 3,Nível 3,0.7837,Vision Transformer > Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,479,704
Generic Object Detection,1.4 Inductive Biases and Data Requirements,Nível 2,Nível 3,0.7837,High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.4 Inductive Biases and Data Requirements,1866,931
Segmentation,5.4 Video Understanding,Nível 2,Nível 3,0.7837,High/Mid-level Vision > Segmentation,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,512,694
Generic Object Detection,1.4 Inductive Biases and Data Requirements,Nível 1,Nível 3,0.7837,Generic Object Detection,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.4 Inductive Biases and Data Requirements,1866,931
Segmentation,5.4 Video Understanding,Nível 1,Nível 3,0.7837,Segmentation,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,512,694
Image Processing,1.1 Historical Context and Development,Nível 2,Nível 3,0.7837,Low-level Vision > Image Processing,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,688,507
Image Processing,1.1 Historical Context and Development,Nível 1,Nível 3,0.7837,Image Processing,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,688,507
Multi-Modal Tasks,5.5 Low-Level Vision Tasks,Nível 1,Nível 3,0.7837,Multi-Modal Tasks,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.5 Low-Level Vision Tasks,717,1226
Pruning and Decomposition,6.3 Data Requirements,Nível 2,Nível 3,0.7837,Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,479,704
Pruning and Decomposition,6.3 Data Requirements,Nível 1,Nível 3,0.7837,Pruning and Decomposition,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,479,704
Vision Transformer,2.5 Mobile Deployment Strategies,Nível 2,Nível 3,0.783,root > Vision Transformer,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.5 Mobile Deployment Strategies,54,862
Vision Transformer,Versatility and Limitations,Nível 2,Nível 3,0.783,root > Vision Transformer,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Versatility and Limitations,54,180
Other Tasks,6.3 Data Requirements,Nível 4,Nível 3,0.783,root > Vision Transformer > High/Mid-level Vision > Other Tasks,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,795,704
Discussions,Evaluating Unit Contributions,Nível 4,Nível 3,0.783,root > Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > Evaluating Unit Contributions,197,270
Image Processing,2.9 Convolutions in Vision Transformers,Nível 4,Nível 3,0.783,root > Vision Transformer > Low-level Vision > Image Processing,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,688,710
Pruning and Decomposition,6.1 Interpretability Issues,Nível 4,Nível 3,0.783,root > Vision Transformer > Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,479,652
Vision Transformer,2.5 Mobile Deployment Strategies,Nível 1,Nível 3,0.783,Vision Transformer,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.5 Mobile Deployment Strategies,54,862
Vision Transformer,Versatility and Limitations,Nível 1,Nível 3,0.783,Vision Transformer,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Versatility and Limitations,54,180
Other Tasks,6.3 Data Requirements,Nível 3,Nível 3,0.783,Vision Transformer > High/Mid-level Vision > Other Tasks,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,795,704
Discussions,Evaluating Unit Contributions,Nível 3,Nível 3,0.783,Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > Evaluating Unit Contributions,197,270
Image Processing,2.9 Convolutions in Vision Transformers,Nível 3,Nível 3,0.783,Vision Transformer > Low-level Vision > Image Processing,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,688,710
Pruning and Decomposition,6.1 Interpretability Issues,Nível 3,Nível 3,0.783,Vision Transformer > Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,479,652
Other Tasks,6.3 Data Requirements,Nível 2,Nível 3,0.783,High/Mid-level Vision > Other Tasks,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,795,704
Discussions,Evaluating Unit Contributions,Nível 2,Nível 3,0.783,High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > Evaluating Unit Contributions,197,270
Other Tasks,6.3 Data Requirements,Nível 1,Nível 3,0.783,Other Tasks,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,795,704
Discussions,Evaluating Unit Contributions,Nível 1,Nível 3,0.783,Discussions,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > Evaluating Unit Contributions,197,270
Image Processing,2.9 Convolutions in Vision Transformers,Nível 2,Nível 3,0.783,Low-level Vision > Image Processing,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,688,710
Image Processing,2.9 Convolutions in Vision Transformers,Nível 1,Nível 3,0.783,Image Processing,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,688,710
Pruning and Decomposition,6.1 Interpretability Issues,Nível 2,Nível 3,0.783,Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,479,652
Pruning and Decomposition,6.1 Interpretability Issues,Nível 1,Nível 3,0.783,Pruning and Decomposition,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,479,652
Vision Transformer,4.2 Autoencoder-Based Learning Solutions,Nível 2,Nível 3,0.7827,root > Vision Transformer,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > 4.2 Autoencoder-Based Learning Solutions,54,790
Self-supervised Representation Learning,5.2 Object Detection,Nível 4,Nível 3,0.7827,root > Vision Transformer > Backbone for Representation Learning > Self-supervised Representation Learning,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.2 Object Detection,982,810
Generic Object Detection,5.4 Video Understanding,Nível 4,Nível 3,0.7827,root > Vision Transformer > High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,1866,694
Segmentation,1.2 Key Concepts and Architecture Overview,Nível 4,Nível 3,0.7827,root > Vision Transformer > High/Mid-level Vision > Segmentation,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,512,580
Image Generation,6.1 Interpretability Issues,Nível 4,Nível 3,0.7827,root > Vision Transformer > Low-level Vision > Image Generation,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,669,652
Vision Transformer,4.2 Autoencoder-Based Learning Solutions,Nível 1,Nível 3,0.7827,Vision Transformer,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > 4.2 Autoencoder-Based Learning Solutions,54,790
Self-supervised Representation Learning,5.2 Object Detection,Nível 3,Nível 3,0.7827,Vision Transformer > Backbone for Representation Learning > Self-supervised Representation Learning,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.2 Object Detection,982,810
Generic Object Detection,5.4 Video Understanding,Nível 3,Nível 3,0.7827,Vision Transformer > High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,1866,694
Segmentation,1.2 Key Concepts and Architecture Overview,Nível 3,Nível 3,0.7827,Vision Transformer > High/Mid-level Vision > Segmentation,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,512,580
Image Generation,6.1 Interpretability Issues,Nível 3,Nível 3,0.7827,Vision Transformer > Low-level Vision > Image Generation,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,669,652
Self-supervised Representation Learning,5.2 Object Detection,Nível 2,Nível 3,0.7827,Backbone for Representation Learning > Self-supervised Representation Learning,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.2 Object Detection,982,810
Self-supervised Representation Learning,5.2 Object Detection,Nível 1,Nível 3,0.7827,Self-supervised Representation Learning,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.2 Object Detection,982,810
Generic Object Detection,5.4 Video Understanding,Nível 2,Nível 3,0.7827,High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,1866,694
Segmentation,1.2 Key Concepts and Architecture Overview,Nível 2,Nível 3,0.7827,High/Mid-level Vision > Segmentation,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,512,580
Generic Object Detection,5.4 Video Understanding,Nível 1,Nível 3,0.7827,Generic Object Detection,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,1866,694
Segmentation,1.2 Key Concepts and Architecture Overview,Nível 1,Nível 3,0.7827,Segmentation,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,512,580
Image Generation,6.1 Interpretability Issues,Nível 2,Nível 3,0.7827,Low-level Vision > Image Generation,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,669,652
Image Generation,6.1 Interpretability Issues,Nível 1,Nível 3,0.7827,Image Generation,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,669,652
Vision Transformer,3.1 Understanding Self-Attention Mechanisms in ViTs,Nível 2,Nível 3,0.782,root > Vision Transformer,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.1 Understanding Self-Attention Mechanisms in ViTs,54,793
Generic Object Detection,3.6 Theoretical Foundations of Spatial Structure Learning,Nível 4,Nível 3,0.782,root > Vision Transformer > High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.6 Theoretical Foundations of Spatial Structure Learning,1866,768
Generic Object Detection,6.3 Data Requirements,Nível 4,Nível 3,0.782,root > Vision Transformer > High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,1866,704
Other Tasks,5.4 Video Understanding,Nível 4,Nível 3,0.782,root > Vision Transformer > High/Mid-level Vision > Other Tasks,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,795,694
Image Processing,6.1 Interpretability Issues,Nível 4,Nível 3,0.782,root > Vision Transformer > Low-level Vision > Image Processing,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,688,652
Pruning and Decomposition,3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,Nível 4,Nível 3,0.782,root > Vision Transformer > Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,479,783
Compact Architecture Design,6.1 Interpretability Issues,Nível 4,Nível 3,0.782,root > Vision Transformer > Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,369,652
Vision Transformer,3.1 Understanding Self-Attention Mechanisms in ViTs,Nível 1,Nível 3,0.782,Vision Transformer,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.1 Understanding Self-Attention Mechanisms in ViTs,54,793
Generic Object Detection,3.6 Theoretical Foundations of Spatial Structure Learning,Nível 3,Nível 3,0.782,Vision Transformer > High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.6 Theoretical Foundations of Spatial Structure Learning,1866,768
Generic Object Detection,6.3 Data Requirements,Nível 3,Nível 3,0.782,Vision Transformer > High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,1866,704
Other Tasks,5.4 Video Understanding,Nível 3,Nível 3,0.782,Vision Transformer > High/Mid-level Vision > Other Tasks,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,795,694
Image Processing,6.1 Interpretability Issues,Nível 3,Nível 3,0.782,Vision Transformer > Low-level Vision > Image Processing,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,688,652
Pruning and Decomposition,3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,Nível 3,Nível 3,0.782,Vision Transformer > Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,479,783
Compact Architecture Design,6.1 Interpretability Issues,Nível 3,Nível 3,0.782,Vision Transformer > Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,369,652
Generic Object Detection,3.6 Theoretical Foundations of Spatial Structure Learning,Nível 2,Nível 3,0.782,High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.6 Theoretical Foundations of Spatial Structure Learning,1866,768
Generic Object Detection,6.3 Data Requirements,Nível 2,Nível 3,0.782,High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,1866,704
Other Tasks,5.4 Video Understanding,Nível 2,Nível 3,0.782,High/Mid-level Vision > Other Tasks,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,795,694
Generic Object Detection,3.6 Theoretical Foundations of Spatial Structure Learning,Nível 1,Nível 3,0.782,Generic Object Detection,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.6 Theoretical Foundations of Spatial Structure Learning,1866,768
Generic Object Detection,6.3 Data Requirements,Nível 1,Nível 3,0.782,Generic Object Detection,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,1866,704
Other Tasks,5.4 Video Understanding,Nível 1,Nível 3,0.782,Other Tasks,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,795,694
Image Processing,6.1 Interpretability Issues,Nível 2,Nível 3,0.782,Low-level Vision > Image Processing,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,688,652
Image Processing,6.1 Interpretability Issues,Nível 1,Nível 3,0.782,Image Processing,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,688,652
Pruning and Decomposition,3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,Nível 2,Nível 3,0.782,Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,479,783
Compact Architecture Design,6.1 Interpretability Issues,Nível 2,Nível 3,0.782,Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,369,652
Pruning and Decomposition,3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,Nível 1,Nível 3,0.782,Pruning and Decomposition,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,479,783
Compact Architecture Design,6.1 Interpretability Issues,Nível 1,Nível 3,0.782,Compact Architecture Design,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,369,652
Generic Object Detection,6.1 Interpretability Issues,Nível 4,Nível 3,0.7817,root > Vision Transformer > High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,1866,652
Image Generation,2.5 Mobile Deployment Strategies,Nível 4,Nível 3,0.7817,root > Vision Transformer > Low-level Vision > Image Generation,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.5 Mobile Deployment Strategies,669,862
Image Processing,6.4 Future Research Directions,Nível 4,Nível 3,0.7817,root > Vision Transformer > Low-level Vision > Image Processing,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.4 Future Research Directions,688,870
Challenges,2.3 Patch-Based Mixing Models,Nível 3,Nível 3,0.7817,root > Conclusions and Discussions > Challenges,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.3 Patch-Based Mixing Models,396,677
Future Prospects,3.1 Understanding Self-Attention Mechanisms in ViTs,Nível 3,Nível 3,0.7817,root > Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.1 Understanding Self-Attention Mechanisms in ViTs,2535,793
Generic Object Detection,6.1 Interpretability Issues,Nível 3,Nível 3,0.7817,Vision Transformer > High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,1866,652
Image Generation,2.5 Mobile Deployment Strategies,Nível 3,Nível 3,0.7817,Vision Transformer > Low-level Vision > Image Generation,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.5 Mobile Deployment Strategies,669,862
Image Processing,6.4 Future Research Directions,Nível 3,Nível 3,0.7817,Vision Transformer > Low-level Vision > Image Processing,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.4 Future Research Directions,688,870
Generic Object Detection,6.1 Interpretability Issues,Nível 2,Nível 3,0.7817,High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,1866,652
Generic Object Detection,6.1 Interpretability Issues,Nível 1,Nível 3,0.7817,Generic Object Detection,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,1866,652
Image Generation,2.5 Mobile Deployment Strategies,Nível 2,Nível 3,0.7817,Low-level Vision > Image Generation,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.5 Mobile Deployment Strategies,669,862
Image Processing,6.4 Future Research Directions,Nível 2,Nível 3,0.7817,Low-level Vision > Image Processing,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.4 Future Research Directions,688,870
Image Generation,2.5 Mobile Deployment Strategies,Nível 1,Nível 3,0.7817,Image Generation,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.5 Mobile Deployment Strategies,669,862
Image Processing,6.4 Future Research Directions,Nível 1,Nível 3,0.7817,Image Processing,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.4 Future Research Directions,688,870
Challenges,2.3 Patch-Based Mixing Models,Nível 2,Nível 3,0.7817,Conclusions and Discussions > Challenges,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.3 Patch-Based Mixing Models,396,677
Future Prospects,3.1 Understanding Self-Attention Mechanisms in ViTs,Nível 2,Nível 3,0.7817,Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.1 Understanding Self-Attention Mechanisms in ViTs,2535,793
Challenges,2.3 Patch-Based Mixing Models,Nível 1,Nível 3,0.7817,Challenges,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.3 Patch-Based Mixing Models,396,677
Future Prospects,3.1 Understanding Self-Attention Mechanisms in ViTs,Nível 1,Nível 3,0.7817,Future Prospects,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.1 Understanding Self-Attention Mechanisms in ViTs,2535,793
Vision Transformer,6.4 Future Research Directions,Nível 2,Nível 3,0.7812,root > Vision Transformer,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.4 Future Research Directions,54,870
Vision Transformer,6.4 Future Research Directions,Nível 1,Nível 3,0.7812,Vision Transformer,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.4 Future Research Directions,54,870
Formulation of Transformer,5.1 Image Classification,Nível 2,Nível 3,0.781,root > Formulation of Transformer,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,105,574
Discussions,1.3 Comparison with Traditional Convolutional Neural Networks,Nível 4,Nível 3,0.781,root > Vision Transformer > Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.3 Comparison with Traditional Convolutional Neural Networks,117,705
Discussions,3.1 Understanding Self-Attention Mechanisms in ViTs,Nível 4,Nível 3,0.781,root > Vision Transformer > Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.1 Understanding Self-Attention Mechanisms in ViTs,117,793
Segmentation,3.3 Influence of Different Supervision Paradigms,Nível 4,Nível 3,0.781,root > Vision Transformer > High/Mid-level Vision > Segmentation,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,512,833
Multi-Modal Tasks,5.3 Image Segmentation,Nível 3,Nível 3,0.781,root > Vision Transformer > Multi-Modal Tasks,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.3 Image Segmentation,717,733
Compact Architecture Design,2.9 Convolutions in Vision Transformers,Nível 4,Nível 3,0.781,root > Vision Transformer > Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,369,710
Conclusions and Discussions,3.9 Principle of Diversity and Redundancy Reduction,Nível 2,Nível 3,0.781,root > Conclusions and Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.9 Principle of Diversity and Redundancy Reduction,104,899
Future Prospects,2.2 Linear Attention Mechanisms,Nível 3,Nível 3,0.781,root > Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.2 Linear Attention Mechanisms,2535,490
Formulation of Transformer,5.1 Image Classification,Nível 1,Nível 3,0.781,Formulation of Transformer,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,105,574
Discussions,1.3 Comparison with Traditional Convolutional Neural Networks,Nível 3,Nível 3,0.781,Vision Transformer > Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.3 Comparison with Traditional Convolutional Neural Networks,117,705
Discussions,3.1 Understanding Self-Attention Mechanisms in ViTs,Nível 3,Nível 3,0.781,Vision Transformer > Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.1 Understanding Self-Attention Mechanisms in ViTs,117,793
Segmentation,3.3 Influence of Different Supervision Paradigms,Nível 3,Nível 3,0.781,Vision Transformer > High/Mid-level Vision > Segmentation,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,512,833
Multi-Modal Tasks,5.3 Image Segmentation,Nível 2,Nível 3,0.781,Vision Transformer > Multi-Modal Tasks,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.3 Image Segmentation,717,733
Compact Architecture Design,2.9 Convolutions in Vision Transformers,Nível 3,Nível 3,0.781,Vision Transformer > Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,369,710
Discussions,1.3 Comparison with Traditional Convolutional Neural Networks,Nível 2,Nível 3,0.781,Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.3 Comparison with Traditional Convolutional Neural Networks,117,705
Discussions,3.1 Understanding Self-Attention Mechanisms in ViTs,Nível 2,Nível 3,0.781,Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.1 Understanding Self-Attention Mechanisms in ViTs,117,793
Discussions,1.3 Comparison with Traditional Convolutional Neural Networks,Nível 1,Nível 3,0.781,Discussions,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.3 Comparison with Traditional Convolutional Neural Networks,117,705
Discussions,3.1 Understanding Self-Attention Mechanisms in ViTs,Nível 1,Nível 3,0.781,Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.1 Understanding Self-Attention Mechanisms in ViTs,117,793
Segmentation,3.3 Influence of Different Supervision Paradigms,Nível 2,Nível 3,0.781,High/Mid-level Vision > Segmentation,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,512,833
Segmentation,3.3 Influence of Different Supervision Paradigms,Nível 1,Nível 3,0.781,Segmentation,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,512,833
Multi-Modal Tasks,5.3 Image Segmentation,Nível 1,Nível 3,0.781,Multi-Modal Tasks,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.3 Image Segmentation,717,733
Compact Architecture Design,2.9 Convolutions in Vision Transformers,Nível 2,Nível 3,0.781,Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,369,710
Compact Architecture Design,2.9 Convolutions in Vision Transformers,Nível 1,Nível 3,0.781,Compact Architecture Design,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,369,710
Conclusions and Discussions,3.9 Principle of Diversity and Redundancy Reduction,Nível 1,Nível 3,0.781,Conclusions and Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.9 Principle of Diversity and Redundancy Reduction,104,899
Future Prospects,2.2 Linear Attention Mechanisms,Nível 2,Nível 3,0.781,Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.2 Linear Attention Mechanisms,2535,490
Future Prospects,2.2 Linear Attention Mechanisms,Nível 1,Nível 3,0.781,Future Prospects,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.2 Linear Attention Mechanisms,2535,490
Vision Transformer,6.1 Interpretability Issues,Nível 2,Nível 3,0.7803,root > Vision Transformer,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,54,652
Discussions,1.4 Inductive Biases and Data Requirements,Nível 4,Nível 3,0.7803,root > Vision Transformer > Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.4 Inductive Biases and Data Requirements,117,931
Other Tasks,6.1 Interpretability Issues,Nível 4,Nível 3,0.7803,root > Vision Transformer > High/Mid-level Vision > Other Tasks,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,795,652
Low-level Video Processing,5.1 Image Classification,Nível 4,Nível 3,0.7803,root > Vision Transformer > Video Processing > Low-level Video Processing,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,145,574
Vision Transformer,6.1 Interpretability Issues,Nível 1,Nível 3,0.7803,Vision Transformer,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,54,652
