GT_Título,LLM_Título,Nível_GT,Nível_LLM,Similaridade,Caminho_GT,Caminho_LLM,Tamanho_GT,Tamanho_LLM
Transformer with Convolution,3.6 Theoretical Foundations of Spatial Structure Learning,Nível 2,Nível 3,0.8457,Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.6 Theoretical Foundations of Spatial Structure Learning,425,768
Transformer with Convolution,3.6 Theoretical Foundations of Spatial Structure Learning,Nível 1,Nível 3,0.8457,Transformer with Convolution,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.6 Theoretical Foundations of Spatial Structure Learning,425,768
Backbone for Representation Learning,2.4 Supervised and Self-Supervised Learning,Nível 3,Nível 3,0.8447,root > Vision Transformer > Backbone for Representation Learning,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.4 Supervised and Self-Supervised Learning,195,886
Transformer with Convolution,5.4 Video Understanding,Nível 4,Nível 3,0.8447,root > Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,425,694
Discussions,3.6 Theoretical Foundations of Spatial Structure Learning,Nível 4,Nível 3,0.8447,root > Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.6 Theoretical Foundations of Spatial Structure Learning,197,768
Backbone for Representation Learning,2.4 Supervised and Self-Supervised Learning,Nível 2,Nível 3,0.8447,Vision Transformer > Backbone for Representation Learning,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.4 Supervised and Self-Supervised Learning,195,886
Transformer with Convolution,5.4 Video Understanding,Nível 3,Nível 3,0.8447,Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,425,694
Discussions,3.6 Theoretical Foundations of Spatial Structure Learning,Nível 3,Nível 3,0.8447,Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.6 Theoretical Foundations of Spatial Structure Learning,197,768
Backbone for Representation Learning,2.4 Supervised and Self-Supervised Learning,Nível 1,Nível 3,0.8447,Backbone for Representation Learning,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.4 Supervised and Self-Supervised Learning,195,886
Transformer with Convolution,5.4 Video Understanding,Nível 2,Nível 3,0.8447,Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,425,694
Transformer with Convolution,5.4 Video Understanding,Nível 1,Nível 3,0.8447,Transformer with Convolution,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,425,694
Discussions,3.6 Theoretical Foundations of Spatial Structure Learning,Nível 2,Nível 3,0.8447,High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.6 Theoretical Foundations of Spatial Structure Learning,197,768
Discussions,3.6 Theoretical Foundations of Spatial Structure Learning,Nível 1,Nível 3,0.8447,Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.6 Theoretical Foundations of Spatial Structure Learning,197,768
Transformer with Convolution,2.4 Supervised and Self-Supervised Learning,Nível 4,Nível 3,0.844,root > Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.4 Supervised and Self-Supervised Learning,425,886
Transformer with Convolution,6.4 Future Research Directions,Nível 4,Nível 3,0.844,root > Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.4 Future Research Directions,425,870
Future Prospects,2.9 Convolutions in Vision Transformers,Nível 3,Nível 3,0.844,root > Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,2535,710
Transformer with Convolution,2.4 Supervised and Self-Supervised Learning,Nível 3,Nível 3,0.844,Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.4 Supervised and Self-Supervised Learning,425,886
Transformer with Convolution,6.4 Future Research Directions,Nível 3,Nível 3,0.844,Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.4 Future Research Directions,425,870
Transformer with Convolution,2.4 Supervised and Self-Supervised Learning,Nível 2,Nível 3,0.844,Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.4 Supervised and Self-Supervised Learning,425,886
Transformer with Convolution,6.4 Future Research Directions,Nível 2,Nível 3,0.844,Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.4 Future Research Directions,425,870
Transformer with Convolution,2.4 Supervised and Self-Supervised Learning,Nível 1,Nível 3,0.844,Transformer with Convolution,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.4 Supervised and Self-Supervised Learning,425,886
Transformer with Convolution,6.4 Future Research Directions,Nível 1,Nível 3,0.844,Transformer with Convolution,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.4 Future Research Directions,425,870
Future Prospects,2.9 Convolutions in Vision Transformers,Nível 2,Nível 3,0.844,Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,2535,710
Future Prospects,2.9 Convolutions in Vision Transformers,Nível 1,Nível 3,0.844,Future Prospects,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,2535,710
Pure Transformer,3.4 Data Requirements and Learning Flexibility,Nível 4,Nível 3,0.844,root > Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,1415,755
Pure Transformer,3.4 Data Requirements and Learning Flexibility,Nível 3,Nível 3,0.844,Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,1415,755
Pure Transformer,3.4 Data Requirements and Learning Flexibility,Nível 2,Nível 3,0.844,Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,1415,755
Pure Transformer,3.4 Data Requirements and Learning Flexibility,Nível 1,Nível 3,0.844,Pure Transformer,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,1415,755
Transformer with Convolution,1.3 Comparison with Traditional Convolutional Neural Networks,Nível 4,Nível 3,0.8423,root > Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.3 Comparison with Traditional Convolutional Neural Networks,425,705
Transformer with Convolution,1.3 Comparison with Traditional Convolutional Neural Networks,Nível 3,Nível 3,0.8423,Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.3 Comparison with Traditional Convolutional Neural Networks,425,705
Transformer with Convolution,1.3 Comparison with Traditional Convolutional Neural Networks,Nível 2,Nível 3,0.8423,Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.3 Comparison with Traditional Convolutional Neural Networks,425,705
Transformer with Convolution,1.3 Comparison with Traditional Convolutional Neural Networks,Nível 1,Nível 3,0.8423,Transformer with Convolution,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.3 Comparison with Traditional Convolutional Neural Networks,425,705
Pruning and Decomposition,3.9 Principle of Diversity and Redundancy Reduction,Nível 4,Nível 3,0.842,root > Vision Transformer > Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.9 Principle of Diversity and Redundancy Reduction,479,899
Challenges,5.3 Image Segmentation,Nível 3,Nível 3,0.842,root > Conclusions and Discussions > Challenges,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.3 Image Segmentation,396,733
Pruning and Decomposition,3.9 Principle of Diversity and Redundancy Reduction,Nível 3,Nível 3,0.842,Vision Transformer > Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.9 Principle of Diversity and Redundancy Reduction,479,899
Pruning and Decomposition,3.9 Principle of Diversity and Redundancy Reduction,Nível 2,Nível 3,0.842,Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.9 Principle of Diversity and Redundancy Reduction,479,899
Pruning and Decomposition,3.9 Principle of Diversity and Redundancy Reduction,Nível 1,Nível 3,0.842,Pruning and Decomposition,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.9 Principle of Diversity and Redundancy Reduction,479,899
Challenges,5.3 Image Segmentation,Nível 2,Nível 3,0.842,Conclusions and Discussions > Challenges,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.3 Image Segmentation,396,733
Challenges,5.3 Image Segmentation,Nível 1,Nível 3,0.842,Challenges,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.3 Image Segmentation,396,733
Pure Transformer,6.3 Data Requirements,Nível 4,Nível 3,0.841,root > Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,1415,704
Transformer with Convolution,3.9 Principle of Diversity and Redundancy Reduction,Nível 4,Nível 3,0.841,root > Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.9 Principle of Diversity and Redundancy Reduction,425,899
Pure Transformer,6.3 Data Requirements,Nível 3,Nível 3,0.841,Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,1415,704
Transformer with Convolution,3.9 Principle of Diversity and Redundancy Reduction,Nível 3,Nível 3,0.841,Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.9 Principle of Diversity and Redundancy Reduction,425,899
Pure Transformer,6.3 Data Requirements,Nível 2,Nível 3,0.841,Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,1415,704
Transformer with Convolution,3.9 Principle of Diversity and Redundancy Reduction,Nível 2,Nível 3,0.841,Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.9 Principle of Diversity and Redundancy Reduction,425,899
Pure Transformer,6.3 Data Requirements,Nível 1,Nível 3,0.841,Pure Transformer,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,1415,704
Transformer with Convolution,3.9 Principle of Diversity and Redundancy Reduction,Nível 1,Nível 3,0.841,Transformer with Convolution,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.9 Principle of Diversity and Redundancy Reduction,425,899
Backbone for Representation Learning,2.9 Convolutions in Vision Transformers,Nível 3,Nível 3,0.84,root > Vision Transformer > Backbone for Representation Learning,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,195,710
Backbone for Representation Learning,2.9 Convolutions in Vision Transformers,Nível 2,Nível 3,0.84,Vision Transformer > Backbone for Representation Learning,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,195,710
Backbone for Representation Learning,2.9 Convolutions in Vision Transformers,Nível 1,Nível 3,0.84,Backbone for Representation Learning,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,195,710
Discussions,1.1 Historical Context and Development,Nível 4,Nível 3,0.8394,root > Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,197,507
Discussions,1.1 Historical Context and Development,Nível 3,Nível 3,0.8394,Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,197,507
Discussions,1.1 Historical Context and Development,Nível 2,Nível 3,0.8394,High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,197,507
Discussions,1.1 Historical Context and Development,Nível 1,Nível 3,0.8394,Discussions,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,197,507
Other Tasks,5.1 Image Classification,Nível 4,Nível 3,0.8384,root > Vision Transformer > High/Mid-level Vision > Other Tasks,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,795,574
Other Tasks,5.1 Image Classification,Nível 3,Nível 3,0.8384,Vision Transformer > High/Mid-level Vision > Other Tasks,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,795,574
Other Tasks,5.1 Image Classification,Nível 2,Nível 3,0.8384,High/Mid-level Vision > Other Tasks,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,795,574
Other Tasks,5.1 Image Classification,Nível 1,Nível 3,0.8384,Other Tasks,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,795,574
Backbone for Representation Learning,5.2 Object Detection,Nível 3,Nível 3,0.8374,root > Vision Transformer > Backbone for Representation Learning,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.2 Object Detection,195,810
Backbone for Representation Learning,5.2 Object Detection,Nível 2,Nível 3,0.8374,Vision Transformer > Backbone for Representation Learning,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.2 Object Detection,195,810
Backbone for Representation Learning,5.2 Object Detection,Nível 1,Nível 3,0.8374,Backbone for Representation Learning,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.2 Object Detection,195,810
Discussions,5.1 Image Classification,Nível 4,Nível 3,0.835,root > Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,197,574
Multi-Modal Tasks,1.1 Historical Context and Development,Nível 3,Nível 3,0.835,root > Vision Transformer > Multi-Modal Tasks,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,717,507
Discussions,5.1 Image Classification,Nível 3,Nível 3,0.835,Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,197,574
Multi-Modal Tasks,1.1 Historical Context and Development,Nível 2,Nível 3,0.835,Vision Transformer > Multi-Modal Tasks,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,717,507
Discussions,5.1 Image Classification,Nível 2,Nível 3,0.835,High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,197,574
Discussions,5.1 Image Classification,Nível 1,Nível 3,0.835,Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,197,574
Multi-Modal Tasks,1.1 Historical Context and Development,Nível 1,Nível 3,0.835,Multi-Modal Tasks,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,717,507
Challenges,Versatility and Limitations,Nível 3,Nível 3,0.835,root > Conclusions and Discussions > Challenges,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Versatility and Limitations,396,180
Future Prospects,1.2 Key Concepts and Architecture Overview,Nível 3,Nível 3,0.835,root > Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,2535,580
Future Prospects,2.4 Supervised and Self-Supervised Learning,Nível 3,Nível 3,0.835,root > Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.4 Supervised and Self-Supervised Learning,2535,886
Challenges,Versatility and Limitations,Nível 2,Nível 3,0.835,Conclusions and Discussions > Challenges,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Versatility and Limitations,396,180
Future Prospects,1.2 Key Concepts and Architecture Overview,Nível 2,Nível 3,0.835,Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,2535,580
Future Prospects,2.4 Supervised and Self-Supervised Learning,Nível 2,Nível 3,0.835,Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.4 Supervised and Self-Supervised Learning,2535,886
Challenges,Versatility and Limitations,Nível 1,Nível 3,0.835,Challenges,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Versatility and Limitations,396,180
Future Prospects,1.2 Key Concepts and Architecture Overview,Nível 1,Nível 3,0.835,Future Prospects,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,2535,580
Future Prospects,2.4 Supervised and Self-Supervised Learning,Nível 1,Nível 3,0.835,Future Prospects,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.4 Supervised and Self-Supervised Learning,2535,886
Pure Transformer,2.9 Convolutions in Vision Transformers,Nível 4,Nível 3,0.8345,root > Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,1415,710
Challenges,6.1 Interpretability Issues,Nível 3,Nível 3,0.8345,root > Conclusions and Discussions > Challenges,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,396,652
Pure Transformer,2.9 Convolutions in Vision Transformers,Nível 3,Nível 3,0.8345,Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,1415,710
Pure Transformer,2.9 Convolutions in Vision Transformers,Nível 2,Nível 3,0.8345,Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,1415,710
Pure Transformer,2.9 Convolutions in Vision Transformers,Nível 1,Nível 3,0.8345,Pure Transformer,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,1415,710
Challenges,6.1 Interpretability Issues,Nível 2,Nível 3,0.8345,Conclusions and Discussions > Challenges,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,396,652
Challenges,6.1 Interpretability Issues,Nível 1,Nível 3,0.8345,Challenges,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,396,652
Transformer with Convolution,2.7 Global Dependencies with GrafT,Nível 4,Nível 3,0.8335,root > Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.7 Global Dependencies with GrafT,425,591
Transformer with Convolution,2.7 Global Dependencies with GrafT,Nível 3,Nível 3,0.8335,Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.7 Global Dependencies with GrafT,425,591
Transformer with Convolution,2.7 Global Dependencies with GrafT,Nível 2,Nível 3,0.8335,Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.7 Global Dependencies with GrafT,425,591
Transformer with Convolution,2.7 Global Dependencies with GrafT,Nível 1,Nível 3,0.8335,Transformer with Convolution,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.7 Global Dependencies with GrafT,425,591
Transformer with Convolution,Visual Grounding,Nível 4,Nível 3,0.8335,root > Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Visual Grounding,425,175
Future Prospects,5.5 Low-Level Vision Tasks,Nível 3,Nível 3,0.8335,root > Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.5 Low-Level Vision Tasks,2535,1226
Transformer with Convolution,Visual Grounding,Nível 3,Nível 3,0.8335,Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Visual Grounding,425,175
Transformer with Convolution,Visual Grounding,Nível 2,Nível 3,0.8335,Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Visual Grounding,425,175
Transformer with Convolution,Visual Grounding,Nível 1,Nível 3,0.8335,Transformer with Convolution,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Visual Grounding,425,175
Future Prospects,5.5 Low-Level Vision Tasks,Nível 2,Nível 3,0.8335,Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.5 Low-Level Vision Tasks,2535,1226
Future Prospects,5.5 Low-Level Vision Tasks,Nível 1,Nível 3,0.8335,Future Prospects,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.5 Low-Level Vision Tasks,2535,1226
Future Prospects,6.2 Computational Costs,Nível 3,Nível 3,0.833,root > Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.2 Computational Costs,2535,691
Future Prospects,6.2 Computational Costs,Nível 2,Nível 3,0.833,Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.2 Computational Costs,2535,691
Future Prospects,6.2 Computational Costs,Nível 1,Nível 3,0.833,Future Prospects,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.2 Computational Costs,2535,691
Conclusions and Discussions,5.1 Image Classification,Nível 2,Nível 3,0.833,root > Conclusions and Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,104,574
Conclusions and Discussions,5.1 Image Classification,Nível 1,Nível 3,0.833,Conclusions and Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,104,574
Transformer with Convolution,3.3 Influence of Different Supervision Paradigms,Nível 4,Nível 3,0.832,root > Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,425,833
Transformer with Convolution,3.3 Influence of Different Supervision Paradigms,Nível 3,Nível 3,0.832,Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,425,833
Transformer with Convolution,3.3 Influence of Different Supervision Paradigms,Nível 2,Nível 3,0.832,Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,425,833
Transformer with Convolution,3.3 Influence of Different Supervision Paradigms,Nível 1,Nível 3,0.832,Transformer with Convolution,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,425,833
Pure Transformer,5.3 Image Segmentation,Nível 4,Nível 3,0.831,root > Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.3 Image Segmentation,1415,733
Discussions,Versatility and Limitations,Nível 4,Nível 3,0.831,root > Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Versatility and Limitations,197,180
Conclusions and Discussions,5.2 Object Detection,Nível 2,Nível 3,0.831,root > Conclusions and Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.2 Object Detection,104,810
Challenges,3.3 Influence of Different Supervision Paradigms,Nível 3,Nível 3,0.831,root > Conclusions and Discussions > Challenges,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,396,833
Pure Transformer,5.3 Image Segmentation,Nível 3,Nível 3,0.831,Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.3 Image Segmentation,1415,733
Discussions,Versatility and Limitations,Nível 3,Nível 3,0.831,Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Versatility and Limitations,197,180
Pure Transformer,5.3 Image Segmentation,Nível 2,Nível 3,0.831,Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.3 Image Segmentation,1415,733
Pure Transformer,5.3 Image Segmentation,Nível 1,Nível 3,0.831,Pure Transformer,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.3 Image Segmentation,1415,733
Discussions,Versatility and Limitations,Nível 2,Nível 3,0.831,High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Versatility and Limitations,197,180
Discussions,Versatility and Limitations,Nível 1,Nível 3,0.831,Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Versatility and Limitations,197,180
Conclusions and Discussions,5.2 Object Detection,Nível 1,Nível 3,0.831,Conclusions and Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.2 Object Detection,104,810
Challenges,3.3 Influence of Different Supervision Paradigms,Nível 2,Nível 3,0.831,Conclusions and Discussions > Challenges,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,396,833
Challenges,3.3 Influence of Different Supervision Paradigms,Nível 1,Nível 3,0.831,Challenges,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,396,833
Vision Transformer,1.1 Historical Context and Development,Nível 2,Nível 3,0.831,root > Vision Transformer,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,54,507
Discussions,1.2 Key Concepts and Architecture Overview,Nível 4,Nível 3,0.831,root > Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,197,580
Vision Transformer,1.1 Historical Context and Development,Nível 1,Nível 3,0.831,Vision Transformer,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,54,507
Discussions,1.2 Key Concepts and Architecture Overview,Nível 3,Nível 3,0.831,Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,197,580
Discussions,1.2 Key Concepts and Architecture Overview,Nível 2,Nível 3,0.831,High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,197,580
Discussions,1.2 Key Concepts and Architecture Overview,Nível 1,Nível 3,0.831,Discussions,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,197,580
Backbone for Representation Learning,Versatility and Limitations,Nível 3,Nível 3,0.8296,root > Vision Transformer > Backbone for Representation Learning,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Versatility and Limitations,195,180
Pure Transformer,2.8 Discrete Representations for Robustness,Nível 4,Nível 3,0.8296,root > Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.8 Discrete Representations for Robustness,1415,925
Backbone for Representation Learning,Versatility and Limitations,Nível 2,Nível 3,0.8296,Vision Transformer > Backbone for Representation Learning,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Versatility and Limitations,195,180
